Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,Latitude,Longitude,ReferredaFriend,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,StatusID,AvgRevenue,EngagementScore,ServiceCount,HighValueCustomer,Churn,Recommendation
0,51,0,0,1,0,0,33.988572,-118.186565,1,1,35,3,1,24.53,0,1,1,30,1,0,0,0,1,0,0,1,1,1,0,62.15,5780,61.540277777777774,2175.25,3,1,0,Monitor customer
0,24,1,0,1,0,0,34.079449,-118.548306,1,10,48,0,1,37.96,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,20.65,4703,21.571428571428573,991.1999999999999,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,56,0,0,1,0,0,33.788208,-118.404955,1,1,46,0,1,30.47,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,19.95,2437,19.72553191489362,917.6999999999999,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
1,47,0,0,1,0,0,33.753146,-118.367459,1,4,29,3,0,0.0,0,1,1,22,0,0,0,0,1,0,0,1,0,0,1,33.75,2501,33.641666666666666,978.75,2,0,0,Encourage long-term contract with benefits
1,32,0,0,1,1,3,33.830453,-118.384565,1,5,30,3,1,6.19,0,1,2,21,0,1,1,0,0,0,0,0,0,0,0,82.05,1246,82.90967741935484,2461.5,1,1,0,Offer discount or cheaper plan options
1,57,0,0,1,0,0,33.944624,-118.192615,0,0,66,1,1,6.22,1,1,1,26,1,0,1,1,1,1,1,1,2,1,1,84.0,1554,85.28731343283582,5544.0,5,1,0,Offer discount or cheaper plan options
0,50,0,0,0,0,0,34.115192,-118.61017,0,0,65,0,1,41.78,1,1,2,14,1,1,1,0,1,1,1,1,0,1,1,111.05,52,107.68181818181819,7218.25,6,1,0,Offer discount or cheaper plan options
1,52,0,0,0,0,0,33.991782,-118.479229,0,0,72,1,1,24.53,1,1,2,12,0,1,1,0,1,1,1,1,2,1,0,100.9,3708,102.17876712328767,7264.8,5,1,0,Offer discount or cheaper plan options
1,50,0,0,1,0,0,33.947305,-118.439841,1,1,71,1,1,4.85,1,1,1,26,1,1,0,1,0,0,0,1,1,1,1,66.85,16,65.95416666666667,4746.349999999999,3,0,0,Monitor customer
1,62,0,0,0,0,0,33.975332,-118.355252,0,0,52,0,1,28.3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,21.0,2226,20.89056603773585,1092.0,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,19,1,0,0,0,0,33.936827,-118.359824,0,0,1,5,1,41.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.2,6035,10.1,20.2,0,0,0,Provide onboarding support and early engagement offers
0,38,0,0,1,1,2,33.958134,-118.330905,1,1,1,5,1,16.44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.45,1580,9.725,19.45,0,1,0,Provide onboarding support and early engagement offers
1,34,0,0,0,0,0,34.015481,-118.493231,0,0,38,3,1,3.95,1,1,2,21,0,0,1,1,1,0,0,1,1,0,0,95.0,3741,92.45128205128205,3610.0,2,0,0,Offer discount or cheaper plan options
1,35,0,0,0,0,0,34.026334,-118.474222,0,0,5,5,0,0.0,0,1,1,21,0,0,0,0,0,0,0,1,0,0,1,24.3,3422,16.7,121.5,1,0,0,Provide onboarding support and early engagement offers
0,25,1,0,1,0,0,34.005439,-118.477507,1,1,72,1,1,25.82,1,1,2,59,1,1,0,0,1,1,1,1,1,1,0,104.15,1488,100.04178082191781,7498.8,6,0,0,Offer discount or cheaper plan options
0,60,0,0,0,0,0,33.833699,-118.314387,0,0,32,3,0,0.0,0,1,1,18,1,0,0,0,0,0,0,1,1,0,1,30.15,1202,28.11060606060606,964.8,2,0,0,Monitor customer
1,50,0,0,0,0,0,33.833181,-118.292062,0,0,43,0,1,41.22,1,1,2,7,0,0,0,0,1,1,1,1,1,0,1,94.35,4393,89.12045454545455,4057.0499999999997,4,1,0,Offer discount or cheaper plan options
1,38,0,0,1,0,0,33.840399,-118.353714,1,1,72,1,1,49.5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.4,1236,18.674657534246574,1396.8,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
0,35,0,0,0,0,0,33.807882,-118.347957,0,0,52,0,1,33.84,0,1,1,5,1,0,1,1,0,0,0,1,1,0,1,57.95,7037,57.40094339622642,3013.4,2,1,0,Monitor customer
0,36,0,0,0,0,0,34.007353,-118.033683,0,0,43,0,1,26.55,0,1,2,12,0,1,1,0,1,0,0,1,0,1,0,91.65,6905,89.86590909090908,3940.9500000000003,3,0,0,Offer discount or cheaper plan options
0,48,0,0,1,0,0,33.945318,-117.992066,1,1,64,0,0,0.0,0,1,1,30,0,1,0,1,1,1,1,1,2,1,0,54.6,3650,52.66923076923077,3494.4,5,0,0,Monitor customer
1,38,0,0,1,1,2,33.929704,-118.01208,1,1,3,5,1,33.3,0,1,2,12,1,1,0,0,1,0,0,1,0,0,0,89.85,2115,62.1,269.54999999999995,4,0,0,Provide onboarding support and early engagement offers
0,61,0,0,0,0,0,33.960891,-118.032222,0,0,36,3,0,0.0,0,1,0,27,1,0,0,0,0,0,0,1,2,0,0,31.05,2317,30.44189189189189,1117.8,2,0,0,Monitor customer
0,53,0,0,0,0,0,33.845706,-118.012204,0,0,41,0,1,31.62,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.65,3051,19.88452380952381,846.65,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
1,33,0,0,1,1,1,33.874224,-117.993368,1,1,27,3,1,48.17,1,1,2,15,0,1,0,1,0,0,0,0,0,1,1,85.2,5088,76.84285714285714,2300.4,1,0,0,Offer discount or cheaper plan options
0,27,1,0,1,0,0,33.850504,-118.039892,1,1,56,0,1,42.37,1,1,2,71,0,0,1,0,1,1,1,1,1,1,1,99.8,2004,96.76228070175438,5588.8,4,0,0,Offer discount or cheaper plan options
0,31,0,0,0,0,0,33.818477,-118.038307,0,0,6,5,1,7.72,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.7,2717,16.107142857142858,124.19999999999999,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
0,20,1,0,1,1,2,33.902045,-118.008961,1,1,7,0,1,25.64,0,1,1,71,1,0,0,0,0,0,0,1,0,0,1,50.7,3956,43.79375,354.90000000000003,2,0,0,Encourage long-term contract with benefits
0,27,1,0,1,1,1,34.015217,-118.109962,1,1,4,0,1,39.89,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.85,509,12.58,83.4,0,0,0,Provide onboarding support and early engagement offers
1,59,0,0,0,0,0,33.905963,-118.08263,0,0,33,3,1,47.64,0,1,2,18,1,0,0,1,1,0,0,1,2,1,0,88.95,2196,89.0485294117647,2935.35,3,1,0,Offer discount or cheaper plan options
1,46,0,0,1,0,0,33.933565,-118.062611,1,1,72,1,1,1.86,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,23.55,3550,23.615753424657534,1695.6000000000001,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
1,45,0,0,0,0,0,33.801869,-117.995068,0,0,1,0,1,15.77,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.75,1711,9.875,19.75,0,0,0,Provide onboarding support and early engagement offers
0,49,0,0,0,0,0,33.8681,-118.067402,0,0,13,0,1,29.21,1,1,2,22,0,0,0,0,0,1,1,1,0,1,0,85.95,5094,86.83214285714287,1117.3500000000001,3,1,0,Offer discount or cheaper plan options
1,60,0,0,0,0,0,33.887676,-118.127289,0,0,67,1,1,32.58,0,1,1,8,0,0,0,1,0,0,0,1,2,0,0,50.55,3053,47.942647058823525,3386.85,1,1,0,"Recommend service bundles (OTT, backup, etc.)"
0,42,0,0,0,0,0,33.847755,-118.112532,0,0,43,0,1,25.53,1,0,3,0,0,0,0,0,0,0,0,0,2,1,1,25.7,5135,27.004545454545454,1105.1,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,37,0,0,0,0,0,33.841027,-118.078097,0,0,23,0,1,24.04,0,1,2,22,1,0,0,0,0,0,0,1,0,1,0,75.0,4727,74.10416666666667,1725.0,2,0,0,Encourage long-term contract with benefits
0,23,1,0,1,0,0,33.830431,-118.074071,1,1,64,0,1,36.24,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.2,5310,19.657692307692308,1292.8,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,58,0,0,0,0,0,33.794209,-118.317354,0,0,57,0,1,5.71,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,19.6,1125,20.181896551724137,1117.2,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,35,0,0,1,0,0,33.744119,-118.31448,1,2,61,0,1,17.49,1,1,2,21,0,1,0,0,1,1,1,1,2,1,0,101.05,6350,96.31048387096774,6164.05,5,1,0,Offer discount or cheaper plan options
1,34,0,0,0,0,0,33.75462,-118.071128,0,0,64,0,1,30.27,1,1,2,12,1,1,0,0,0,0,0,1,1,1,1,84.3,5840,81.37,5395.2,3,1,0,Offer discount or cheaper plan options
0,56,0,0,1,0,0,33.728273,-118.085304,1,5,65,0,1,13.2,1,1,2,13,1,1,0,1,1,0,0,1,2,1,1,99.05,6422,97.22272727272727,6438.25,4,1,0,Offer discount or cheaper plan options
1,42,0,0,0,0,0,33.782068,-118.262263,0,0,3,0,1,35.65,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.6,482,15.3375,58.800000000000004,0,0,0,Provide onboarding support and early engagement offers
1,52,0,0,0,0,0,33.859171,-118.252272,0,0,30,3,1,27.88,0,1,0,6,0,1,1,0,1,0,0,0,1,0,1,64.5,1170,62.25645161290323,1935.0,2,0,0,Monitor customer
1,50,0,0,1,1,1,33.752524,-118.210737,1,1,15,0,1,8.44,0,1,0,21,0,1,1,1,0,1,1,1,0,1,1,69.5,3651,66.9625,1042.5,4,0,0,Encourage long-term contract with benefits
0,33,0,0,1,1,1,33.760458,-118.129725,1,1,8,0,1,29.94,0,1,0,17,0,0,0,1,1,1,1,1,0,1,0,68.55,4654,62.705555555555556,548.4,4,0,0,Encourage long-term contract with benefits
0,27,1,0,1,0,0,33.864622,-118.179626,1,4,70,1,1,5.77,1,1,2,48,1,1,1,0,1,1,1,1,1,1,1,108.15,729,111.69788732394366,7570.5,6,1,0,Offer discount or cheaper plan options
1,51,0,0,1,0,0,33.802664,-118.179971,1,2,62,0,1,43.2,0,1,1,23,1,1,1,1,1,1,1,1,2,0,0,86.1,616,82.78174603174604,5338.2,6,1,0,Offer discount or cheaper plan options
0,29,1,0,1,1,3,33.830099,-118.182239,1,9,6,0,1,5.52,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.7,3120,16.214285714285715,118.19999999999999,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,33,0,0,1,1,1,33.823943,-118.111335,1,7,14,0,1,40.22,0,1,2,19,0,0,0,0,0,1,1,1,0,1,0,80.9,1014,76.85333333333332,1132.6000000000001,3,0,0,Offer discount or cheaper plan options
0,23,1,0,0,0,0,33.819814,-118.222416,0,0,22,0,1,19.2,1,1,2,41,0,0,0,0,1,0,0,0,0,1,0,84.15,6618,79.21521739130435,1851.3000000000002,1,0,0,Offer discount or cheaper plan options
1,37,0,0,1,0,0,33.781086,-118.199049,1,3,22,0,1,48.06,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,20.15,476,18.256521739130434,443.29999999999995,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,38,0,0,1,0,0,33.771612,-118.143866,1,9,16,0,1,23.31,0,1,1,27,1,0,1,0,1,0,0,1,2,0,1,64.25,259,60.23529411764706,1028.0,3,1,0,Monitor customer
1,44,0,0,0,0,0,33.797638,-118.11662,0,0,10,0,1,32.1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,25.7,5663,22.87272727272727,257.0,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,63,0,0,0,1,1,33.778436,-118.118648,0,0,13,0,1,27.04,0,1,1,10,1,1,0,0,0,0,0,1,0,1,0,56.0,3251,54.61071428571428,728.0,3,1,0,Encourage long-term contract with benefits
0,54,0,0,0,0,0,34.137319,-118.029837,0,0,2,0,1,15.67,0,1,2,8,0,0,0,0,0,0,0,1,0,1,0,69.7,3797,45.06666666666666,139.4,1,0,0,Provide onboarding support and early engagement offers
1,35,0,0,0,0,0,34.128284,-118.047732,0,0,53,0,1,6.54,1,1,1,4,0,1,1,1,0,1,1,1,2,1,0,73.9,6708,73.30092592592592,3916.7000000000003,4,1,0,Monitor customer
0,21,1,0,1,0,0,34.145695,-117.95982,1,7,11,0,1,1.92,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,20.6,6084,19.491666666666667,226.60000000000002,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,40,0,0,1,0,0,34.234912,-118.153729,1,3,69,1,1,30.86,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.9,6023,19.477857142857143,1373.1,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
1,39,0,0,1,0,0,34.2112,-118.230625,1,7,72,1,1,6.05,1,1,0,30,1,1,1,1,1,1,1,1,2,1,0,89.05,5524,85.67739726027396,6411.599999999999,6,1,0,Offer discount or cheaper plan options
0,59,0,0,1,1,2,34.110444,-118.156957,1,3,16,4,1,45.54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20.4,4645,18.905882352941177,326.4,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,61,0,0,1,0,0,34.282704,-118.312929,1,6,43,0,1,15.2,0,1,2,21,1,0,1,1,0,0,0,1,1,1,0,84.25,3689,80.4375,3622.75,2,0,0,Offer discount or cheaper plan options
1,48,0,0,1,0,0,34.146635,-118.139225,1,3,14,4,1,5.17,0,1,0,25,0,1,1,1,1,1,1,1,2,0,1,81.95,384,78.78333333333333,1147.3,5,0,0,Offer discount or cheaper plan options
0,61,0,0,0,0,0,34.165383,-118.123752,0,0,32,3,1,35.97,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,20.55,6541,19.834848484848482,657.6,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
0,49,0,0,1,0,0,34.13946,-118.166649,1,5,34,3,1,11.52,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24.7,2187,22.291428571428572,839.8,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,19,1,0,1,1,3,34.122671,-118.112911,1,6,15,4,1,4.19,1,1,2,59,0,1,1,0,1,1,1,1,0,1,0,105.35,6827,97.453125,1580.25,5,0,0,Offer discount or cheaper plan options
1,22,1,0,1,0,0,34.17051,-118.289463,1,3,61,0,1,19.27,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,20.55,3915,20.193548387096776,1253.55,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
0,25,1,0,0,0,0,34.153338,-118.262974,0,0,1,0,1,47.36,0,1,0,41,0,0,0,0,0,0,0,1,0,0,1,45.3,1026,22.65,45.3,1,0,0,Provide onboarding support and early engagement offers
1,35,0,0,1,0,0,34.13658,-118.245839,1,7,33,3,1,48.85,0,1,0,30,1,0,1,0,1,1,1,1,1,0,1,74.75,3801,72.15588235294118,2466.75,5,1,0,Monitor customer
1,45,0,0,0,0,0,34.195386,-118.238508,0,0,20,4,1,3.94,0,1,1,18,0,1,0,0,0,0,0,1,0,1,1,51.8,6926,48.75476190476191,1036.0,2,0,0,Encourage long-term contract with benefits
1,19,1,0,0,0,0,34.239636,-118.245259,0,0,3,0,0,0.0,0,1,1,59,0,0,0,1,0,0,0,1,0,0,0,30.4,1397,20.5375,91.19999999999999,1,0,0,Provide onboarding support and early engagement offers
0,61,0,0,0,0,0,34.129058,-118.759788,0,0,13,4,1,33.13,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,19.65,1309,17.485714285714288,255.45,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,62,0,0,1,0,0,34.130861,-118.68346,1,5,40,0,1,48.29,1,1,1,23,0,1,0,0,0,0,0,1,0,0,1,56.6,150,58.02682926829268,2264.0,2,0,0,Encourage long-term contract with benefits
1,24,1,0,1,0,0,34.19829,-118.602203,1,5,43,2,1,48.1,1,1,1,51,1,0,0,1,0,1,1,1,1,1,1,71.9,1548,72.12159090909091,3091.7000000000003,4,0,0,Monitor customer
0,38,0,0,1,0,0,34.209532,-118.577563,1,9,69,1,1,5.27,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,19.75,2452,19.64857142857143,1362.75,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
0,42,0,0,1,0,0,34.199787,-118.68493,1,7,72,1,1,18.66,1,1,2,3,1,1,1,0,1,1,1,1,2,0,1,109.7,1941,111.36027397260274,7898.400000000001,6,1,0,Offer discount or cheaper plan options
1,33,0,0,1,0,0,34.294142,-118.603883,1,3,59,2,1,25.57,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.3,6469,19.878333333333334,1138.7,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,32,0,0,1,0,0,34.150354,-118.518292,0,0,20,4,1,28.57,0,1,2,15,1,1,0,1,1,0,0,1,0,1,0,96.55,1672,90.5547619047619,1931.0,4,0,0,Offer discount or cheaper plan options
1,19,1,0,1,1,3,34.172071,-118.946262,1,1,24,3,1,1.14,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,24.1,2235,23.496,578.4000000000001,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,19,1,0,0,0,0,34.370378,-118.504118,0,0,59,2,1,48.12,1,1,2,51,0,1,1,1,1,1,1,1,0,1,0,111.35,1665,108.6625,6569.65,5,1,0,Offer discount or cheaper plan options
1,42,0,0,1,1,3,34.238208,-118.55029,1,2,72,1,1,11.66,1,1,2,28,0,1,1,1,1,1,1,1,2,1,0,112.25,2645,110.15958904109588,8082.0,5,0,0,Offer discount or cheaper plan options
1,29,1,0,0,1,1,34.236683,-118.517588,0,0,1,0,1,7.57,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.75,1407,10.375,20.75,0,0,0,Provide onboarding support and early engagement offers
0,55,0,0,1,0,0,34.281911,-118.556218,0,0,27,3,1,20.02,0,1,2,27,1,0,0,1,1,1,1,1,1,1,1,101.9,4085,95.75535714285715,2751.3,5,0,0,Offer discount or cheaper plan options
0,51,0,0,0,0,0,34.255442,-118.421314,0,0,14,4,1,1.69,0,1,2,21,0,1,0,1,0,0,0,1,0,1,1,80.05,3333,74.15333333333334,1120.7,2,0,0,Offer discount or cheaper plan options
1,55,0,0,1,1,3,34.200175,-118.540958,1,3,71,1,1,25.02,1,1,2,53,1,0,1,0,1,1,1,1,2,0,0,105.55,3996,102.85416666666667,7494.05,5,1,0,Offer discount or cheaper plan options
1,55,0,0,0,1,3,34.286131,-118.435969,0,0,13,4,1,31.93,0,1,2,22,0,0,0,0,1,0,0,0,0,1,1,78.3,4851,73.85357142857143,1017.9,1,1,0,"Recommend service bundles (OTT, backup, etc.)"
1,41,0,0,0,0,0,34.321621,-118.399841,0,0,44,2,1,1.7,0,1,2,28,0,0,0,0,0,0,0,1,0,0,1,68.85,2328,65.75444444444445,3029.3999999999996,1,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,64,0,0,0,0,0,34.238802,-118.482296,0,0,33,3,1,42.29,0,1,2,13,0,1,0,1,0,0,0,1,1,1,0,79.95,2352,78.96617647058824,2638.35,2,0,0,Monitor customer
1,30,0,0,1,0,0,34.291273,-118.505104,1,5,72,1,0,0.0,0,1,0,47,1,1,1,1,0,1,1,1,2,1,1,55.45,1138,57.249315068493146,3992.4,5,0,0,Monitor customer
1,22,1,0,1,0,0,34.422519,-118.420717,1,10,64,2,1,40.49,0,1,2,69,0,1,1,1,1,1,1,1,1,1,1,102.45,175,102.37076923076924,6556.8,5,1,0,Offer discount or cheaper plan options
0,40,0,0,0,0,0,34.457005,-118.573726,0,0,1,0,0,0.0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,25.25,3576,12.625,25.25,1,1,0,Provide onboarding support and early engagement offers
1,32,0,0,0,1,2,34.43987,-118.644609,0,0,61,2,1,15.02,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,19.75,6111,18.13225806451613,1204.75,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
0,23,1,0,1,0,0,34.157137,-118.548511,1,6,29,3,1,27.72,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,20.0,3660,18.001666666666665,580.0,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,45,0,0,1,0,0,34.130992,-118.894673,1,1,57,2,0,0.0,0,1,0,22,1,1,1,0,1,1,1,1,0,1,0,58.75,6024,59.266379310344824,3348.75,6,0,0,Encourage long-term contract with benefits
1,46,0,0,1,0,0,34.191842,-118.822796,1,11,72,1,0,0.0,0,1,1,17,1,1,1,1,0,0,0,1,2,0,1,45.25,691,43.01095890410959,3258.0,3,1,0,Monitor customer
1,38,0,0,1,0,0,34.153733,-118.593408,1,1,66,0,0,0.0,0,1,1,29,1,1,1,1,1,0,0,1,2,1,0,56.6,2164,56.55522388059701,3735.6,4,1,0,Monitor customer
1,51,0,0,1,0,0,34.178068,-118.615714,1,8,65,2,1,41.57,1,1,1,16,0,1,1,1,1,1,1,1,2,1,0,84.2,6370,80.67424242424242,5473.0,5,1,0,Offer discount or cheaper plan options
0,24,1,0,0,0,0,34.19225,-118.776874,0,0,8,0,1,39.92,0,1,2,73,0,0,0,0,1,0,0,1,0,1,0,80.0,2822,69.4,640.0,2,0,0,Encourage long-term contract with benefits
0,55,0,0,1,0,0,34.506627,-118.699048,1,3,71,0,1,32.13,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,24.75,5275,25.512500000000003,1757.25,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,32,0,0,1,0,0,34.178483,-118.431791,1,8,1,0,1,44.69,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,20.2,1154,10.1,20.2,0,0,0,Provide onboarding support and early engagement offers
0,53,0,0,0,0,0,34.147149,-118.463365,0,0,12,4,1,16.72,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,19.35,5192,16.873076923076923,232.20000000000002,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,28,1,0,0,0,0,34.202494,-118.448048,0,0,24,3,0,0.0,0,1,1,46,1,0,0,0,1,1,1,1,1,1,2,50.6,3259,51.55,1214.4,5,0,0,Monitor customer
0,26,1,0,1,0,0,34.195685,-118.490752,1,2,31,0,1,39.34,0,1,1,41,1,0,1,1,1,1,1,1,1,1,2,81.15,1988,79.5546875,2515.65,5,1,0,Offer discount or cheaper plan options
1,62,0,0,0,0,0,34.146957,-118.432138,0,0,30,0,1,31.97,1,1,2,2,0,0,0,1,0,1,1,1,0,1,1,89.9,1184,87.84354838709677,2697.0,3,0,0,Offer discount or cheaper plan options
0,22,1,0,1,0,0,34.152875,-118.486056,1,6,47,2,1,29.15,1,1,1,52,1,1,0,1,1,1,1,0,2,1,1,85.3,6622,85.56770833333333,4009.1,5,1,0,Offer discount or cheaper plan options
1,49,0,0,0,0,0,34.188339,-118.300942,0,0,54,2,1,17.76,1,1,2,4,1,1,0,1,1,1,1,1,2,1,1,108.0,3321,104.7390909090909,5832.0,6,1,0,Offer discount or cheaper plan options
1,64,0,0,0,0,0,34.177267,-118.31003,0,0,50,2,1,40.83,0,1,2,21,1,1,0,1,0,1,1,1,0,1,1,93.5,1943,93.08823529411765,4675.0,5,1,0,Offer discount or cheaper plan options
0,62,0,0,0,0,0,34.174215,-118.345928,0,0,72,0,1,42.36,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.25,4188,21.464383561643835,1458.0,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
0,47,0,0,0,0,0,34.169706,-118.323548,0,0,29,0,1,4.53,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25.15,5609,23.4,729.3499999999999,0,1,0,"Recommend service bundles (OTT, backup, etc.)"
0,41,0,0,0,0,0,34.15136,-118.364786,0,0,10,4,0,0.0,0,1,0,29,0,0,0,1,0,0,0,1,2,1,2,29.6,345,27.186363636363637,296.0,1,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,42,0,0,1,0,0,34.139082,-118.39275,1,5,18,4,1,16.78,1,1,2,23,0,0,0,0,0,0,0,1,0,1,0,73.15,2221,68.73421052631579,1316.7,1,0,0,"Recommend service bundles (OTT, backup, etc.)"
1,40,0,0,0,0,0,34.187599,-118.387125,0,0,16,4,1,40.17,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,19.75,3697,16.726470588235294,316.0,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,37,0,0,0,0,0,34.165783,-118.399795,0,0,72,0,1,8.29,1,1,0,13,0,1,1,1,1,1,1,1,2,0,0,86.6,4294,86.9931506849315,6235.2,5,0,0,Offer discount or cheaper plan options
1,49,0,0,0,0,0,34.132275,-117.611478,0,0,72,0,1,35.11,1,1,2,22,0,1,1,1,1,1,1,1,2,0,0,109.2,2759,107.92191780821918,7862.400000000001,5,0,0,Offer discount or cheaper plan options
0,38,0,0,1,0,0,34.174493,-117.87068,1,10,41,2,1,25.16,0,1,1,11,1,0,0,1,1,1,1,1,1,1,1,74.7,1695,75.89642857142857,3062.7000000000003,5,1,0,Monitor customer
1,35,0,0,0,0,0,34.127621,-117.717863,0,0,41,2,1,37.55,1,1,1,30,0,0,1,0,0,1,1,0,1,0,2,65.0,6788,60.280952380952385,2665.0,2,1,0,Monitor customer
1,28,1,0,0,0,0,34.08111,-117.853935,0,0,42,2,1,6.42,1,1,2,48,1,1,1,0,0,1,1,1,1,1,0,99.0,6704,99.96395348837208,4158.0,5,0,0,Offer discount or cheaper plan options
0,27,1,0,1,0,0,34.10097,-117.57882,1,2,51,2,1,21.07,0,1,2,46,1,1,1,0,1,0,0,1,1,1,0,93.5,1921,88.8375,4768.5,4,1,0,Offer discount or cheaper plan options
1,56,0,0,0,0,0,34.04622,-118.053753,0,0,32,0,1,37.48,1,1,1,15,0,1,1,1,1,1,1,1,1,0,1,83.7,1754,79.7969696969697,2678.4,5,0,0,Offer discount or cheaper plan options
1,29,1,0,0,0,0,34.245289,-117.642503,0,0,10,4,1,1.98,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.85,3938,17.55,198.5,0,0,0,"Recommend service bundles (OTT, backup, etc.)"
0,19,1,0,1,0,0,34.133809,-117.523724,1,1,67,0,0,0.0,0,1,1,52,0,1,1,1,1,1,1,1,2,1,0,59.55,2420,60.35147058823529,3989.85,5,0,0,Monitor customer
0,42,0,0,1,1,1,34.119363,-117.855059,1,3,61,2,1,20.01,1,1,2,12,1,1,1,1,1,1,1,1,2,0,1,115.1,5523,113.03467741935484,7021.099999999999,6,1,0,Offer discount or cheaper plan options
1,46,0,0,0,0,0,34.14649,-117.849815,0,0,50,2,1,19.8,1,1,2,21,1,1,1,1,1,1,1,0,1,0,1,114.35,1656,113.55098039215687,5717.5,5,1,0,Offer discount or cheaper plan options
0,35,0,0,0,0,0,33.999992,-117.535395,0,0,31,0,0,0.0,0,1,1,10,1,1,0,1,0,1,1,1,2,1,0,49.85,2077,47.503125,1545.3500000000001,5,0,0,Monitor customer
0,57,0,0,1,0,0,34.050322,-118.147037,1,1,45,2,1,33.54,1,1,2,4,1,1,1,1,1,1,1,1,1,0,2,113.3,563,109.39673913043478,5098.5,6,0,0,Offer discount or cheaper plan options
